HUB ID,Location,Name,Sitewide?,Affected item,Additional Elements,Component,Description of item/issue,WCAG Guideline,Affected Users,Recommended Fix,Priority,Issue Resolved Date,Category,Category ID,Common Issue ID,Allyant Status,Client Status,Client Sprint,Client Release,Client Assignee,Client Source ID,Ready for QA,High Risk,Last Comment,Last Comment Timestamp,Last Comment Email,Created Session,Last Updated Session,Last Screenshot Link,All Screenshots,Issue Link,Related Knowledge Base Articles
153,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,"""A Healthy Body is Simply a Healthy Configuration of Cells"" heading > Play button",,,Buttons must have sufficient labels for all users.,4.1.2 (WCAG 2.0 A),Visual,Add screen reader only text or an `aria-label` attribute to each button which tells users where it goes and/or what it does. Please note that the `title` attribute is not sufficient for button labeling.,Serious,,Buttons,98,11,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1642633,https://hub.accessible360.com/screenshots/1642633,https://hub.accessible360.com/issues/578453/edit,"https://hub.accessible360.com/kb/articles/59, https://hub.accessible360.com/kb/articles/1178"
131,Modal right sidebar,Add to Cart,Yes,Mini cart modal,,Mini Cart,This third-party component may contain content that is not fully accessible for all users.,,"Auditory,Cognitive,Motor / Dexterity,Visual","This component has been identified as third-party and, as such, has not been fully reviewed; however there are likely accessibility issues present. Please review the [Knowledge Base](https://hub.accessible360.com/kb/articles/943) article for more information about third-party content.

At this time, this component has been determined to not prevent you from receiving a Letter of Conformance. In order to close this issue, we require that you provide a comment (see ""Resolving Issues"" under [""Our Process""](https://hub.accessible360.com/kb/articles/943#heading-our-process) heading) below indicating that you are aware this component poses some accessibility issues and that you understand the risk. **Once such a comment has been left, we will close this issue as ""Not Fixing"".**

However, you have the option of including this component as part of your project and apply it under your Letter of Conformance. If you elect to do so, please reach out to your Customer Success Manager (CSM) to discuss next steps.
",Serious,,Third-party content,117,830,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575990/edit,https://hub.accessible360.com/kb/articles/943
40,Variable URL,Checkout,,"""Return to Cart"" link",,Known Shopify Issues,This element receives focus in an illogical order for screen reader and keyboard users.,"1.3.2 (WCAG 2.0 A), 2.4.3 (WCAG 2.0 A)","Motor / Dexterity,Visual","
Ensure that the tab key proceeds through each focusable element in a logical, unsurprising order. Do not use tabindex to achieve this result. Move the ""Return to Cart"" link before the ""Continue to shipping"" button.",Warning,7/11/2022,Focus,2,409,Not Fixing,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575357/edit,https://hub.accessible360.com/kb/articles/123
41,Variable URL,Checkout,,"""Order Summary"" content",,Known Shopify Issues,This content does not appear in a logical order for screen reader users.,1.3.2 (WCAG 2.0 A),Visual,"This content should be moved before the `<footer>` in the HTML, so that screen reader users encounter elements in an unsurprising and logical order.",Warning,7/11/2022,Focus,2,21,Not Fixing,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575358/edit,https://hub.accessible360.com/kb/articles/67
42,Variable URL,Checkout,,"""Thank You"" step > Google map",,Known Shopify Issues,"The content within this map is inherently inaccessible, but it appears that you have taken steps to mitigate this fact.","1.1.1 (WCAG 2.0 A), 2.1.1 (WCAG 2.0 A)","Motor / Dexterity,Visual","Fixing the issue with this map is likely to be difficult to impossible; however it appears you’ve taken steps to mitigate this issue by providing the pertinent information provided by this map in an accessible manner.
We recommend you seek legal counsel to investigate the possibility of claiming an ""undue hardship"" or ""not readily achievable"" exception as it relates to making this map accessible.",Warning,7/11/2022,Maps,110,270,Not Fixing,Open,,,,,,Yes,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575359/edit,https://hub.accessible360.com/kb/articles/691
43,Variable URL,Checkout,,"""Thank You"" step > ""Payment method"" list",,Known Shopify Issues,"This is marked up as a list, but it is not semantically a list.",1.3.1 (WCAG 2.0 A),Visual,"Preferably remove the list markup or, less preferably, add the attribute `role=""presentation""` to the list tag.",Warning,7/11/2022,Lists,109,103,Not Fixing,Open,,,,,,Yes,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575360/edit,"https://hub.accessible360.com/kb/articles/163, https://hub.accessible360.com/kb/articles/1094"
44,Variable URL,Checkout,,Information step > Shipping Address > Country/Region select drop down autocomplete,"Billing step > Billing address > Use a different billing address > Country/Region select drop down autocomplete :: Change the autocomplete attribute value from ""country"" to ""country-name""., Thank you step > ""Track Order with Shop"" > ""Mobile phone number"" input field autocomplete :: Change the autocomplete attribute value from ""phone"" to ""tel"".",Known Shopify Issues,"This form field has not been given the proper autocomplete attribute value, which may prevent users from filling this field out automatically.",1.3.5 (WCAG 2.1 AA),"Cognitive,Motor / Dexterity,Visual","Change the `autocomplete` attribute value from ""country"" to ""country-name"".",Serious,7/11/2022,Forms,105,,Not Fixing,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575361/edit,
45,Variable URL,Checkout,,"Footer > from ""Refund Policy"" to ""Terms of Service"" buttons",Information aside > Shipping costs tooltip,Known Shopify Issues,These elements have an unnecessary ARIA attribute.,4.1.2 (WCAG 2.0 A),Visual,"The presence of an unnecessary ARIA attribute can create unexpected behavior across various configurations. Remove the `aria-haspopup=""dialog""` attribute from these elements.
",Serious,7/11/2022,ARIA,95,349,Not Fixing,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575362/edit,https://hub.accessible360.com/kb/articles/1001
46,Variable URL,Checkout,,"For example, Information step > aside > discount code field > error message",,Known Shopify Issues,This color combination does not meet the minimum color contrast required by the WCAG. The combination of red (#E32C2B) and light grey (#FAFAFA) only has a contrast ratio of 4.31:1.,1.4.3 (WCAG 2.0 AA),Visual,"The visual presentation of all instances of text & images of text presented in this color combination — across the entire site — should be modified to have a contrast ratio of at least 4.5:1. Larger text with a size of at least 18pt (24px or 1.5em), or 14pt (18.66px or 1.2em) and bold, only requires a minimum contrast ratio of 3:1.

**Note:** the color combination specified in this issue’s example may also be present elsewhere on your site. We recommend careful review and monitoring of all site colors to ensure ongoing, site wide compliance with color contrast requirements.",Serious,7/11/2022,Color and contrast,5,19,Not Fixing,Open,,,,,,Yes,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575363/edit,"https://hub.accessible360.com/kb/articles/132, https://hub.accessible360.com/kb/articles/862, https://hub.accessible360.com/kb/articles/864"
47,Variable URL,Checkout,,"Information aside > discount code field > ""Apply"" button > spinner icon (after submitting)","Information step > ""Continue to Shipping"" button > spinner icon (after submitting), Shipping step > ""continue to payment"" button, ""Payment"" step > ""Pay now"" button",Known Shopify Issues,It is not indicated to screen reader users that this status message is present.,4.1.3 (WCAG 2.1 AA),Visual,"Place a `role=""status""` attribute on the element that wraps this message. Ensure that this role is always on the element from the moment it is created until it is destroyed. This role will not work if it is added to an already existing DOM element.",Serious,7/11/2022,Alerts,96,613,Not Fixing,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575364/edit,
48,Variable URL,Checkout,,"Thank You step > Get shipping updated by email button > ""Email"" form field",,Known Shopify Issues,There are no error messages generated when this form is submitted with errors.,3.3.1 (WCAG 2.0 A),"Cognitive,Motor / Dexterity,Visual","At this time the form is collapsed automatically even when submitted with an error or an incorrect/incomplete value. Do not collapse this form when an error occurrs. Add a visible error message near each form field with an error. Be sure to associate the error message with its relevant form field via the `aria-describedby` attribute. The `aria-describedby` attribute should be placed on the affected form field. It takes the `id` of the element that contains the description of the error. If the form field is described by more than one element, you can set the `aria-describedby` attribute to a space-separated list of `id`s. Additionally, ensure that focus is set on the first form field with an error.",Serious,10/20/2022,Forms,105,468,Not Fixing,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575365/edit,
49,Variable URL,Checkout,,"""Thank You"" step > ""Download Shop"" modal > Modal dialog",,Known Shopify Issues,Keyboard and screen reader users do not have their focus moved to this modal dialog when it opens.,2.4.3 (WCAG 2.0 A),"Motor / Dexterity,Visual","Set the keyboard focus to the [most appropriate element](https://hub.accessible360.com/kb/articles/820#heading-moving-focus-into-a-modal-dialog-when-it-opens) inside this modal dialog, depending on the content it contains. All of the following solutions are acceptable, and you are free to decide which solution feels the most ""appropriate"" to you in this use case.

1. To the close (X) button, if one is used.
1. To the visible heading that labels the modal dialog, if one is used.
1. To the modal dialog wrapper itself (the element with both `role=""dialog""` and `aria-modal=""true""`).
1. To the primary call to action (CTA) element (such as an ""OK"" button), or the element for the least destructive action in a set of CTAs (like ""Cancel"" next to a button for ""Delete"").

**Note:** in order to set focus on an element that cannot natively receive focus (like a heading or the wrapper element), add the attribute `tabindex=""-1""` to it.",Serious,7/11/2022,Modal Dialogs,112,7,Not Fixing,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575366/edit,"https://hub.accessible360.com/kb/articles/36, https://hub.accessible360.com/kb/articles/820"
50,Variable URL,Checkout,,"""Thank You"" step > ""Download Shop"" modal > Modal dialog",,Known Shopify Issues,The modal dialog container is not labeled as such.,4.1.2 (WCAG 2.0 A),Visual,"Provide a [label using one of the following methods](https://hub.accessible360.com/kb/articles/820#heading-labelling). All of these solutions are acceptable, but some may be easier to implement than others depending on the content within the modal dialog.

1. Add a heading (preferably an `<h1>`, but `<h2>` is acceptable), then associate it with the modal dialog wrapper by giving that heading a unique `id` and referencing it with an `aria-labelledby` attribute on the wrapper element (the element with `role=""dialog""` and `aria-modal=""true""`).
  * If a heading describing the contents of the modal dialog already exists, you can use that heading instead.
  * This heading is most helpful when it is visible for all users, but for strict WCAG conformance it can be made visible only to screen reader users instead.
1. Alternatively, add an `aria-label` attribute to the wrapper element (the element with `role=""dialog""` and `aria-modal=""true""`) describing the purpose of the modal dialog.",Serious,7/11/2022,Modal Dialogs,112,44,Not Fixing,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575367/edit,"https://hub.accessible360.com/kb/articles/820, https://hub.accessible360.com/kb/articles/923"
51,Variable URL,Checkout,,"""Thank You"" step > ""Download Shop"" modal > Modal dialog",,Known Shopify Issues,Keyboard users are able to focus on elements outside of this modal dialog while it is open.,2.4.7 (WCAG 2.0 AA),Motor / Dexterity,Do not allow Tab or Shift + Tab to move focus outside of a modal dialog. See the [code sample provided in the related Knowledge Base article](https://hub.accessible360.com/kb/articles/820#heading-trapping-keyboard-focus) for additional details.,Serious,7/11/2022,Modal Dialogs,112,8,Not Fixing,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575368/edit,"https://hub.accessible360.com/kb/articles/45, https://hub.accessible360.com/kb/articles/820"
52,Variable URL,Checkout,,"""Thank You"" step > ""Download Shop"" modal > Modal dialog",,Known Shopify Issues,Closing this modal dialog does not return the user to the element that opened it.,2.4.3 (WCAG 2.0 A),"Motor / Dexterity,Visual","When this modal dialog closes, return focus to the element that triggered this modal dialog to open.

If this element is no longer available on the page, then focus should be moved to another element as close as possible to where that element was.

If this modal dialog was opened automatically when the page loaded, then move focus on to the `<body>` element.",Serious,7/11/2022,Modal Dialogs,112,46,Not Fixing,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575369/edit,"https://hub.accessible360.com/kb/articles/114, https://hub.accessible360.com/kb/articles/820"
53,Variable URL,Checkout,,"""Thank You"" step > ""Download Shop"" modal > Modal dialog",,Known Shopify Issues,Keyboard and screen reader users are unable to close this dismissible modal dialog.,2.1.1 (WCAG 2.0 A),"Motor / Dexterity,Visual","Provide a way for this modal dialog to be [dismissed](https://hub.accessible360.com/kb/articles/820#heading-close-dismiss-or-cancel-buttons) using only a keyboard. A visible close, dismiss, or cancel button along with support for the `Escape` key is the preferred solution for usability, but for strict WCAG conformance only one of these solutions is necessary.",Critical,7/11/2022,Modal Dialogs,112,31,Not Fixing,Open,,,,,,Yes,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575370/edit,https://hub.accessible360.com/kb/articles/820
54,Variable URL,Checkout,,"""Thank You"" step > ""Download Shop"" modal > Modal dialog container",,Known Shopify Issues,This modal dialog is missing necessary ARIA attributes. ,4.1.2 (WCAG 2.0 A),Visual,"Ensure the attributes `role=""dialog""` and `aria-modal=""true""` are present on the wrapper element of this modal dialog. Do not [add these attributes](https://hub.accessible360.com/kb/articles/820#heading--do-not-dynamically-add-these-attributes-while-a-users-focus-is-inside) dynamically after the user's focus has been moved to it or into it.",Serious,7/11/2022,Modal Dialogs,112,588,Not Fixing,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575371/edit,"https://hub.accessible360.com/kb/articles/113, https://hub.accessible360.com/kb/articles/820, https://hub.accessible360.com/kb/articles/1001"
55,Variable URL,Checkout,,Viewport,,Known Shopify Issues,Pages must be scalable.,1.4.4 (WCAG 2.0 AA),Visual,"Within the content attribute of the `meta-viewport` element, remove `""user-scalable=0""`, and ensure that the `maximum-scale` is not less than 5, if included at all.",Serious,7/11/2022,Markup,4,107,Not Fixing,Open,,,,,,Yes,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575372/edit,https://hub.accessible360.com/kb/articles/164
56,Variable URL,Checkout,,"""Thank You"" step > ""Download Shop"" modal > QR iframe",,Known Shopify Issues,This iframe lacks a title.,4.1.2 (WCAG 2.0 A),Visual,Add a `title` attribute to the `<iframe>` tag that explains the content of the iframe.,Warning,7/11/2022,Markup,4,47,Not Fixing,Open,,,,,,Yes,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575373/edit,https://hub.accessible360.com/kb/articles/115
57,Variable URL,Checkout,,"""Thank You"" step > ""Download Shop"" modal > ""Or send a link to your phone"" button expandable content > QR svg",,Known Shopify Issues,SVG elements depicting important information need to be properly labeled. ,1.1.1 (WCAG 2.0 A),Visual,"Add `role=""img""` and `aria-labelledby` attributes to each `<svg>` tag, then add a `<title>` tag within the `<svg>` tag and give this `<title>` tag a unique `id` attribute. Ensure the `<title>` is a direct descendant of the `<svg>` tag and that the `<svg>` tag’s `aria-labelledby` attribute holds the `<title>` tag’s `id` value.
			
Alternatively, give the `<svg>` tag `role=”img”` and `aria-label` attributes. Ensure the `aria-label` accurately and concisely describes the content of each image. ",Critical,7/11/2022,Images,1,95,Not Fixing,Open,,,,,,Yes,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575374/edit,https://hub.accessible360.com/kb/articles/146
58,Variable URL,Checkout,,"All ""not fixing"" issues tied to this component",,Known Shopify Issues,This checkout contains issues which are known to be present in the default Shopify checkout. ,"1.1.1 (WCAG 2.0 A), 1.3.1 (WCAG 2.0 A), 1.3.2 (WCAG 2.0 A), 1.3.5 (WCAG 2.1 AA), 1.4.3 (WCAG 2.0 AA), 1.4.4 (WCAG 2.0 AA), 2.1.1 (WCAG 2.0 A), 2.4.3 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA), 2.4.7 (WCAG 2.0 AA), 3.3.1 (WCAG 2.0 A), 3.3.2 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A), 4.1.3 (WCAG 2.1 AA)","Motor / Dexterity,Visual,Cognitive","All of the issues marked as ""not fixing"" and which are tied to this component are known to be present in the default Shopify checkout. As a result, you may be unable to resolve these issues on your instance of the Shopify checkout. 

We recommend you reach out to your Shopify Merchant Success Manager or Customer Support Representative to request they address these issues. 

In order to close this issue please provide a comment acknowledging you have been made aware of these known Shopify issues. 

To learn more about Allyant's process regarding Shopify checkouts, please visit our Knowledge Base article [Understanding Known Shopify Issues](https://hub.accessible360.com/kb/articles/1054).
",Warning,,Reference,59,,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575375/edit,https://hub.accessible360.com/kb/articles/1054
59,Variable URL,Checkout,,Shipping > Order Summary > Estimated Taxes > tooltip,,Known Shopify Issues,"Tooltip content must be reachable by all users, including screen reader and keyboard users.","1.3.1 (WCAG 2.0 A), 2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)",Visual,"Making tooltips accessible can be accomplished in two distinct ways:

- Make your tooltips accessible by using **manually** activated tooltips. Please see [this section](https://hub.accessible360.com/kb/articles/524#heading-for-manuallyactivated-tooltips) in the Tooltips Knowledge Base article.
- Make your tooltips accessible by using **automatically** activated tooltips. Please see [this section](https://hub.accessible360.com/kb/articles/524#heading-for-automaticallyactivated-tooltips) in the Tooltips Knowledge Base article.
  - **Note:** If you elect to use automatically activated tooltips, these tooltips must convert to manually activated tooltips when they are displayed on smaller viewports with a responsive layout. Please see the section regarding [Tooltip that is only available on smaller viewports](https://hub.accessible360.com/kb/articles/524#heading-tooltip-that-is-only-available-on-smaller-viewports) for more information on mobile responsive tooltips and a code sample illustrating this functionality.",Warning,11/17/2022,Tooltips,119,873,Not Fixing,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575376/edit,https://hub.accessible360.com/kb/articles/524
60,Variable URL,Checkout,,Required form fields,,Known Shopify Issues,Required form fields should be visually indicated.,3.3.2 (WCAG 2.0 A),Cognitive,"Provide a visual indication that the fields are required, such as by providing an asterisk with the associated label. Ensure the visual indicator is defined at the start of the form, for example ""* indicates a required field"". Ensure that this information is not conveyed through color alone. ",Warning,11/7/2022,Forms,105,596,Not Fixing,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575377/edit,https://hub.accessible360.com/kb/articles/1093
61,Variable URL,Checkout,,"Price Summary > Shipping, and estimated taxes > ""?"" button",,Known Shopify Issues,Buttons must have sufficient labels for all users.,2.4.6 (WCAG 2.0 AA),Visual,Add screen reader only text or an `aria-label` attribute to each button which tells users where it goes and/or what it does.,Serious,1/19/2023,Buttons,98,11,Not Fixing,Open,,,,,,Yes,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575378/edit,"https://hub.accessible360.com/kb/articles/59, https://hub.accessible360.com/kb/articles/1178"
62,Variable URL,Checkout,,"Information step > ""Express checkout""",,Known Shopify Issues,Text that functions as a heading should be marked up as such.,1.3.1 (WCAG 2.0 A),Visual,"Mark this text up as a heading.

Headings provide structure for screen reader users. When marking text up as a heading, verify that the page maintains a logical outline structure. For example; 

- Each page needs a single `<h1>` heading that describes the main purpose of the page.
- An `<h2>` should head each major section of the page.
- Subsequent heading levels (`<h3>` through `<h6>`) should be related to a parent `<h2>` and should not skip heading levels.",Serious,7/24/2023,Headings,106,15,Not Fixing,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575379/edit,https://hub.accessible360.com/kb/articles/63
63,Variable URL,Checkout,,Address form field,,Google Address,The Google location autocomplete search results are inaccessible.,"2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)",Visual,"Add clear, succinct instructions as screen-reader-only text, then associate them with the input field using the `aria-describedby` attribute. See the [section about instructions](https://hub.accessible360.com/kb/articles/427#heading-instructions-for-screen-reader-users) in the Autocompletes Knowledge Base article for more information. 

As a result of implementing this recommendation, we will downgrade this issue's priority to warning (P3).",Serious,,Third-party content,117,677,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575380/edit,
64,Variable URL,Checkout,,"""Refund Policy"" modal > ""1-888-320-8338""","""Privacy Policy"" modal > ""+44 303 123 1113""",,Telephone numbers should be marked up as links.,N/A (UX),UX,"When phone numbers are marked up as tel links, it reduces the number of steps a user has to go through to be able to contact your organization. This is especially helpful for individuals with limited mobility or those who use touch-to-dial on their tablets or touchscreen computers. Mark each up as a tel link. Be sure to use the E.164 format for the phone number in the `href` attribute. E.164 numbers are formatted in the following manner: [+] [country code] [phone number including area code]. For example, `<a href=""tel:+16128675309"">612-867-5309</a>`.",Warning,,Links,108,326,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1632261,"https://hub.accessible360.com/screenshots/1632271, https://hub.accessible360.com/screenshots/1632261",https://hub.accessible360.com/issues/575396/edit,https://hub.accessible360.com/kb/articles/422
65,Variable URL,Checkout,,"""Refund Policy"" modal > ""custserv@bodybio.net""","""Privacy Policy"" modal > 6 emails. for example: ""dpo@hotjar.com""",,Email addresses should be marked up as links.,N/A (UX),UX,"When email addresses are marked up as `mailto` links, it reduces the number of steps a user has to go through to be able to contact your organization. This is especially helpful for individuals with limited mobility or touchscreen users. Mark each up as a `mailto` link.",Warning,,Links,108,327,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1632267,"https://hub.accessible360.com/screenshots/1632262, https://hub.accessible360.com/screenshots/1632267",https://hub.accessible360.com/issues/575397/edit,https://hub.accessible360.com/kb/articles/422
66,Variable URL,Checkout,,"""Privacy Policy"" modal > Links such as ""State Privacy Rights Notice below""",,,Inline links must be distinguishable from adjacent paragraph text.,"1.4.1 (WCAG 2.0 A), 1.4.3 (WCAG 2.0 AA)","Cognitive,Visual","Inline links that lack sufficient distinguishing characteristics make it difficult to impossible for some users to recognize as links.

Update the styling of inline links (links found in larger blocks of text) to distinguish them from surrounding text. For example:

* add an underline
* add a background color
* make the text bold (`font-weight: 700` or more)
* increase the text contrast

NOTE: If color alone is used, this will require at least 3:1 contrast with surrounding body text, and at least 4.5:1 contrast with the background.",Critical,,Links,108,813,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1632268,https://hub.accessible360.com/screenshots/1632268,https://hub.accessible360.com/issues/575401/edit,
67,Variable URL,Checkout,,"""Terms of service"" modal > ""Copyright"" to ""Third-Party Links"" titles","""Subscription policy"" modal > ""Cancellation Policy"" to ""Try before you buy""",,Text that functions as a heading should be marked up as such.,1.3.1 (WCAG 2.0 A),Visual,"Mark this text up as a heading.

Headings provide structure for screen reader users. When marking text up as a heading, verify that the page maintains a logical outline structure. For example; 

- Each page needs a single `<h1>` heading that describes the main purpose of the page.
- An `<h2>` should head each major section of the page.
- Subsequent heading levels (`<h3>` through `<h6>`) should be related to a parent `<h2>` and should not skip heading levels.",Serious,,Headings,106,15,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1632272,https://hub.accessible360.com/screenshots/1632272,https://hub.accessible360.com/issues/575404/edit,https://hub.accessible360.com/kb/articles/63
130,Variable URL,Checkout,,"Thank you step > ""Which of the following led you to purchase today?"" heading > set of radio buttons",,,Radio button sets must have fieldsets and legends.,"1.3.1 (WCAG 2.0 A), 3.3.2 (WCAG 2.0 A)",Visual,"Wrap each radio button set in a fieldset and wrap the text labeling each set of radio buttons in a `<legend>` tag. Ensure that the `<legend>` tag is the first child of the `<fieldset>` that it labels.

If this checkbox or radio button set has been [created using custom elements](https://hub.accessible360.com/kb/articles/525#heading-checkboxes-and-radio-buttons-with-custom-elements) and ARIA, it will be necessary to use `role=""radiogroup""` and `aria-label`/`aria-labelledby` attributes instead.",Serious,,Forms,105,49,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633765,https://hub.accessible360.com/screenshots/1633765,https://hub.accessible360.com/issues/575931/edit,https://hub.accessible360.com/kb/articles/117
147,Variable URL,Checkout,,BodyBio homepage image link in the header,,,Image links must be properly labeled for screen reader users.,2.4.4 (WCAG 2.0 A),Visual,"Based on the current content structure, select the appropriate option for remediation: 

- For each `<img>` element, adjust the `alt` to tell users where this link goes and/or what it does
- For each `<svg>` element, add `role=""img""` and `aria-labelledby` attributes to the `<svg>` tag, then add a `<title>` tag within the `<svg>` tag and give this `<title>` tag a unique `id` attribute. Ensure the `<title>` is a direct descendant of the `<svg>` tag and that the `<svg>` tag’s `aria-labelledby` attribute holds the `<title>` tag’s `id` value.
- If using a background image, change it from a CSS background image by using an `<img>` tag with an `alt` attribute then ensure it informs screen reader users where this link goes and/or what it does.
",Critical,,Images,1,116,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1640267,https://hub.accessible360.com/screenshots/1640267,https://hub.accessible360.com/issues/577636/edit,"https://hub.accessible360.com/kb/articles/152, https://hub.accessible360.com/kb/articles/472"
68,https://bodybio.com/pages/website-and-technology-accessibility-statement,Accessibility Statement,,<header> tag wrapping heading,,,"When content is marked up as a header, but is not semantically a header, it can be confusing for screen reader users.",1.3.1 (WCAG 2.0 A),Visual,Remove the `<header>` tag.,Warning,,Landmarks,107,589,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633100,https://hub.accessible360.com/screenshots/1633100,https://hub.accessible360.com/issues/575722/edit,https://hub.accessible360.com/kb/articles/1094
122,MCR,Mobile Responsive Homepage,Yes,Menu button,,,Unnecessary ARIA attributes can cause unexpected behavior for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"The presence of an unnecessary ARIA attribute can create unexpected behavior across various configurations. Remove the `aria-expanded` attribute from the element.

",Serious,,ARIA,95,349,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633739,https://hub.accessible360.com/screenshots/1633739,https://hub.accessible360.com/issues/575907/edit,https://hub.accessible360.com/kb/articles/1001
123,MCR,Mobile Responsive Homepage,Yes,Modal dialog,,Mobile Menu,The modal dialog container is not labeled.,4.1.2 (WCAG 2.0 A),Visual,"Provide a [label using one of the following methods](https://hub.accessible360.com/kb/articles/820#heading-labelling). All of these solutions are acceptable, but some may be easier to implement than others depending on the content within the modal dialog.

1. Add a heading (preferably an `<h1>`, but `<h2>` is acceptable), then associate it with the modal dialog wrapper by giving that heading a unique `id` and referencing it with an `aria-labelledby` attribute on the wrapper element (the element with `role=""dialog""` and `aria-modal=""true""`).
  * If a heading describing the contents of the modal dialog already exists, you can use that heading instead.
  * This heading is most helpful when it is visible for all users, but for strict WCAG conformance it can be made visible only to screen reader users instead.
1. Alternatively, add an `aria-label` attribute to the wrapper element (the element with `role=""dialog""` and `aria-modal=""true""`) describing the purpose of the modal dialog.",Serious,,Modal Dialogs,112,44,Open,Open,,,,,,,"A couple of more things here:

1. Please review the focus indicator color contrasts (some of these lack contrast).
2. Review the search form (it doesn't seem to be labelled - I would use the magnifying glass issue here). ",8/13/2024 12:55,mnikolic@allyant.com,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633748,https://hub.accessible360.com/screenshots/1633748,https://hub.accessible360.com/issues/575911/edit,"https://hub.accessible360.com/kb/articles/820, https://hub.accessible360.com/kb/articles/923"
124,MCR,Mobile Responsive Homepage,Yes,Modal dialog,,Mobile Menu,Closing this modal dialog does not return the user to the element that opened it.,2.4.3 (WCAG 2.0 A),"Motor / Dexterity,Visual","When this modal dialog closes, return focus to the element that triggered this modal dialog to open.

If this element is no longer available on the page, then focus should be moved to another element as close as possible to where that element was.

If this modal dialog was opened automatically when the page loaded, then move focus on to the `<body>` element.",Serious,,Modal Dialogs,112,46,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575912/edit,"https://hub.accessible360.com/kb/articles/114, https://hub.accessible360.com/kb/articles/820"
125,MCR,Mobile Responsive Homepage,Yes,Modal dialog container,,Mobile Menu,This modal dialog is missing necessary ARIA attributes. ,4.1.2 (WCAG 2.0 A),Visual,"Ensure the attributes `role=""dialog""` and `aria-modal=""true""` are present on the wrapper element of this modal dialog. Do not [add these attributes](https://hub.accessible360.com/kb/articles/820#heading--do-not-dynamically-add-these-attributes-while-a-users-focus-is-inside) dynamically after the user's focus has been moved to it or into it.",Serious,,Modal Dialogs,112,588,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633745,https://hub.accessible360.com/screenshots/1633745,https://hub.accessible360.com/issues/575913/edit,"https://hub.accessible360.com/kb/articles/113, https://hub.accessible360.com/kb/articles/820, https://hub.accessible360.com/kb/articles/1001"
